,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
102,29340,194,GROCERY,National,COLD CEREAL,ALL FAMILY CEREAL,14 OZ
103,29414,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW, 
104,29421,69,PRODUCE,Private,POPCORN,POPCORN - MICROWAVE,10.5 OZ
105,29431,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ
106,29479,69,GROCERY,Private,CHEESE,LOAF CHEESE,32 OZ
107,29512,69,GROCERY,Private,CANNED JUICES,TOMATO JUICE (OVER 50% JCE),46 OZ
109,29582,69,GROCERY,Private,VEGETABLES - SHELF STABLE,SPINACH & GREENS,7.75 OZ
111,29629,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,20 OZ
114,29761,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,6.5 OZ
115,29789,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
116,29825,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,6.2 OZ
117,29874,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15.25 OZ
118,29936,36,GROCERY,National,PICKLE/RELISH/PKLD VEG,PICKLES,16 OZ
119,29977,69,GROCERY,Private,SHORTENING/OIL,CANOLA OILS,48 OZ
120,29989,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,29 OZ
121,29996,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,NOODLE SIDE DISH MIXES,4.6 OZ
122,30002,69,GROCERY,Private,FROZEN PIZZA,SNACKS/APPETIZERS,20 OZ
123,30003,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,9 OZ
125,30049,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,DIET/LIGHT BREAD,16 OZ
126,30177,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,11.5 OZ
127,30179,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
128,30295,69,PASTRY,Private,ROLLS,ROLLS: DINNER, 
129,30317,5423,GROCERY,National,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,10CT/17.5Z
130,30339,414,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,33.8 OZ
132,30374,410,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,10 OZ
133,30491,69,GROCERY,Private,SOUP,CONDENSED SOUP,26 OZ
134,30531,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,16.5 OZ
135,30613,418,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,6 OZ
137,30699,194,GROCERY,National,COLD CEREAL,KIDS CEREAL,11.25 OZ
138,30800,586,GROCERY,National,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,16 OZ
139,30801,15,NUTRITION,National,CHIPS&SNACKS,TORTILLA CHIPS,7 OZ
140,30808,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,9.5 OZ
141,30870,282,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
143,30954,69,GROCERY,Private,COOKIES/CONES,SPECIALTY COOKIES,14 OZ
144,30962,69,PASTRY,Private,ROLLS,ROLLS: DINNER, 
145,31048,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,BAGELS,18 OZ
146,31126,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ
150,31170,1075,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,7 OZ
151,31282,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,BAGELS,@    18 OZ
152,31319,531,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,ALL  46 OZ
153,31349,709,GROCERY,National,BUTTER,BUTTER,16 OZ
154,31356,446,GROCERY,National,DRY BN/VEG/POTATO/RICE,DRY BEANS/PEAS/BARLEY: BAG & B,20 OZ
156,31493,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,10 OZ
157,31516,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,10 OZ
158,31534,69,GROCERY,Private,SHORTENING/OIL,CORN OIL,48 OZ
160,31681,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
161,31693,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,BAGELS,@    18 OZ
164,31999,194,GROCERY,National,COLD CEREAL,ADULT CEREAL,17.25 OZ
165,32111,69,GROCERY,Private,BUTTER,BUTTER,16 OZ
166,32117,69,GROCERY,Private,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,18 OZ
167,32124,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ
168,32160,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,2.50 GA
169,32243,69,GROCERY,Private,CONDIMENTS/SAUCES,HOT MUSTARD/SPECIALTY MUSTAR,12 OZ
170,32247,69,PASTRY,Private,CAKES,CAKES: ANGEL FDS/CKE ROLLS, 
172,32272,236,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,11.5 OZ
173,32301,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,24 OZ
174,32309,16,GROCERY,Private,COFFEE,NON DAIRY CREAMER: DRY,6 OZ
176,32369,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,24 OZ
177,32373,334,GROCERY,National,SPICES & EXTRACTS,SPICES & SEASONINGS,4 OZ
178,32384,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,20 OZ
179,32387,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ
182,32439,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8 OZ
183,32440,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
184,32454,69,DELI,Private,SALADS/DIPS,PASTA/GRAIN SALADS - PREPACK,16 OZ
185,32456,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
186,32457,531,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,46 OZ
189,32491,709,GROCERY,National,BUTTER,BUTTER,16 OZ
190,32553,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
191,32562,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,@    18 OZ
193,32630,1046,GROCERY,National,DRY MIX DESSERTS,TOPPING MIXES WHIP TOPPING,2.6 OZ
194,32681,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,24 OZ
195,32726,1046,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE - INSTANT & MICROWAVE,28 OZ
196,32785,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,24 OZ
197,32805,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ
198,32857,830,GROCERY,National,HISPANIC,MEXICAN SEASONING MIXES,1.25 OZ
199,32888,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8.5 OZ
200,32916,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
201,32918,236,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,11.5 OZ
202,32970,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8 OZ
204,33048,5820,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CITRUS,2 LB BAG
205,33061,754,GROCERY,National,CONDIMENTS/SAUCES,PIZZA SAUCE,14 OZ
207,33128,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,14 OZ
210,33198,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ
211,33240,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,15 OZ
212,33247,544,GROCERY,National,BAG SNACKS,DIPS (NON-REFRIGERATED),15.5 OZ
213,33337,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,9.5 OZ
214,33345,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
215,33350,410,GROCERY,National,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,10 OZ
216,33401,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,12CT/21 OZ
217,33441,69,PASTRY,Private,BREAKFAST SWEETS,SW GDS:COFFEE CAKES, 
218,33522,1988,NUTRITION,National,JUICE,DRINKS - CARB JUICE (OVER 50%,25.4 OZ
219,33548,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS POWDERED,18.4 OZ
220,33555,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
221,33592,69,PASTRY,Private,BREAD,BREAD:PARTY BREADS,32 OZ
222,33614,436,GROCERY,National,FRZN JCE CONC/DRNKS,FRZN CONC UNDER 50% JUICE,12 OZ
223,33630,181,GROCERY,National,DRY BN/VEG/POTATO/RICE,RICE SIDE DISH MIXES DRY,6.4 OZ
224,33691,69,PASTRY,Private,ROLLS,ROLLS: SANDWICH, 
226,33882,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
228,33931,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,10 OZ
229,33944,1733,GROCERY,National,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,16 OZ
230,33965,1126,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
231,34021,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,24 OZ
232,34039,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,8.5 OZ
233,34138,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ
234,34142,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ
235,34145,69,PASTRY,Private,BREAKFAST SWEETS,SW GDS:SW ROLLS/DAN-LESS THN 6, 
236,34160,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
238,34180,317,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
240,34197,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,@    24 OZ
241,34198,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
242,34204,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,11 OZ
243,34214,869,GROCERY,National,TEAS,TEA BAGS & BULK TEA,100 CT
244,34233,179,GROCERY,National,DRY NOODLES/PASTA,SPAGHETTI DRY,16 OZ
245,34269,69,PASTRY,Private,BREAD,BREAD:ITALIAN/FRENCH, 
246,34277,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
247,34331,317,GROCERY,National,CHEESE,SHREDDED CHEESE,AB    8 OZ
249,34341,959,GROCERY,National,HISPANIC,MEXICAN SAUCESSALSAPICANTEE,16 OZ
250,34345,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,12 OZ
252,34359,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
253,34385,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ
254,34426,1075,GROCERY,National,CRACKERS/MISC BKD FD,SNACK CRACKERS,9.5 OZ
255,34444,69,GROCERY,Private,FLUID MILK PRODUCTS,REFRIGERATED COFFEE CREAMERS,1 PT
256,34480,456,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,8 OZ
257,34484,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,14.5 OZ
258,34505,1456,GROCERY,National,EGGS,EGGS SUBSTITUTE,16 OZ
259,34601,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
260,34611,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
261,34628,1251,GROCERY,National,PASTA SAUCE,MAINSTREAM,26 OZ
262,34634,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
263,34703,69,GROCERY,Private,COOKIES/CONES,CONES,1.75 OZ
265,34742,236,GROCERY,National,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,11.5 OZ
266,34747,2110,GROCERY,National,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,1 PT
268,34776,317,GROCERY,National,CHEESE,SHREDDED CHEESE,8 OZ
269,34799,69,GROCERY,Private,COOKIES/CONES,VANILLA WAFER/KIDS COOKIES,12 OZ
270,34818,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),16 OZ
271,34873,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
272,34972,69,GROCERY,Private,COOKIES/CONES,CHOCOLATE COVERED COOKIES,12.5 OZ
274,34997,1329,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,12 OZ
275,34999,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,@    24 OZ
276,35042,69,GROCERY,Private,CRACKERS/MISC BKD FD,SNACK CRACKERS,7.5 OZ
277,35045,930,PRODUCE,National,PROCESSED,PACKAGED MIX,1.5OZ
278,35082,69,GROCERY,Private,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY, 
279,35085,69,GROCERY,Private,BAG SNACKS,PRETZELS,15 OZ
282,35269,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,20 OZ
283,35309,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,@    13 OZ
284,35331,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
285,35333,69,GROCERY,Private,BAG SNACKS,PRETZELS,15 OZ
286,35334,1251,GROCERY,National,PASTA SAUCE,MAINSTREAM,26 OZ
289,35421,69,GROCERY,Private,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,10 OZ
290,35452,69,PASTRY,Private,BREAD,BREAD:ITALIAN/FRENCH, 
291,35461,69,PASTRY,Private,COOKIES,COOKIES: REGULAR, 
292,35478,69,GROCERY,Private,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,13 OZ
293,35506,1251,GROCERY,National,SOUP,CONDENSED SOUP,10 3/4 OZ
294,35510,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),12 OZ
295,35511,544,GROCERY,National,BAG SNACKS,TORTILLA/NACHO CHIPS,13 OZ
296,35591,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,15 OZ
297,35602,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
299,35706,69,GROCERY,Private,BAG SNACKS,PRETZELS,15 OZ
301,35774,69,GROCERY,Private,BAG SNACKS,PRETZELS,15 OZ
302,35826,69,PASTRY,Private,CAKES,CAKES: CREME/PUDDING,45 OZ
303,35828,194,GROCERY,National,COLD CEREAL,ADULT CEREAL,15.6 OZ
304,35895,1208,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,33.8 OZ
305,35906,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,12 OZ
306,35910,833,GROCERY,National,MOLASSES/SYRUP/PANCAKE MIXS,MOLASSES & SYRUPS,24 OZ
307,35931,69,GROCERY,Private,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,11 OZ
308,36055,1251,GROCERY,National,PASTA SAUCE,MAINSTREAM,25.75 OZ
309,36071,456,GROCERY,National,COFFEE,GROUND COFFEE,33.9 OZ
310,36078,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,14.5 OZ
311,36136,69,GROCERY,Private,COOKIES/CONES,VANILLA WAFER/KIDS COOKIES,12 OZ
312,36179,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),16 OZ
313,36185,1075,GROCERY,National,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,16 OZ
317,36309,69,PASTRY,Private,CAKES,CAKES: CREME/PUDDING,44 OZ
318,36375,1251,GROCERY,National,FROZEN PIE/DESSERTS,FROZEN CAKES/ALL TYPES INCLUDI,19.6 OZ
319,36406,1329,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,12 OZ
321,36435,69,GROCERY,Private,BAG SNACKS,TORTILLA/NACHO CHIPS,19 OZ
322,36561,165,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,22 OZ
323,36599,1178,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,12 OZ
324,36608,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),14 OZ
325,36618,1377,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ
326,36722,397,MEAT-PCKGD,National,MEAT - MISC,BREAST - BONELESS(IQF),2.5 LB
327,36723,1251,GROCERY,National,SOUP,CONDENSED SOUP,10.5OZ
328,36734,1002,GROCERY,National,SOUP,RAMEN NOODLES/RAMEN CUPS,3 OZ
329,36857,69,GROCERY,Private,BAG SNACKS,BAGGED POPPED POPCORN,4 OZ
330,36873,1002,GROCERY,National,SOUP,RAMEN NOODLES/RAMEN CUPS,3 OZ
331,36880,69,GROCERY,Private,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),16 OZ
332,36899,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,10 OZ
