,household_key,paid_meat,paid_food,number_of_active_weeks,avg_spending_per_week,paid_veggies,avg_spending_meat_per_week,ratio_spent_for_meat,avg_spending_veggies_per_week,ratio_spent_for_veggies
16,17,675.0899999999999,2478.1800000000003,62,39.97064516129033,101.54999999999998,10.888548387096773,0.27241362612885256,1.6379032258064514,0.04097765295499115
17,18,607.5300000000002,4975.119999999976,81,61.42123456790094,407.75,7.500370370370373,0.12211363746000159,5.033950617283951,0.08195782212288387
18,19,2006.4300000000014,6658.0599999999995,92,72.37021739130434,492.48999999999984,21.80902173913045,0.301353547429732,5.353152173913042,0.07396899397121683
19,20,758.2900000000013,4148.449999999979,77,53.875974025973754,114.87000000000003,9.847922077922096,0.182788752425606,1.4918181818181822,0.027689860068218396
20,21,75.80999999999999,387.6499999999999,12,32.30416666666666,12.99,6.317499999999999,0.1955630078679221,1.0825,0.033509609183541865
21,22,1144.1600000000003,3996.289999999984,84,47.57488095238076,259.87000000000023,13.620952380952385,0.28630554839613864,3.093690476190479,0.06502781329683313
22,23,215.7900000000001,1986.1600000000014,58,34.24413793103451,99.57999999999998,3.720517241379312,0.10864683610585248,1.7168965517241377,0.05013694767793124
23,24,507.2200000000001,1375.9800000000018,36,38.22166666666672,14.17,14.089444444444446,0.3686245439613943,0.39361111111111113,0.010298114798180193
24,25,399.7200000000004,1577.8000000000027,61,25.865573770491846,48.040000000000006,6.552786885245909,0.25334009380149564,0.7875409836065574,0.030447458486500142
25,26,442.67000000000013,1386.4800000000023,50,27.729600000000048,99.50000000000004,8.853400000000002,0.3192761525589979,1.9900000000000009,0.0717644682938087
26,27,560.2199999999998,3458.559999999979,87,39.75356321839056,19.09,6.439310344827584,0.16198070873427187,0.21942528735632183,0.005519638230940078
27,28,238.06000000000003,1220.7799999999988,64,19.074687499999982,54.52999999999999,3.7196875000000005,0.19500647127246534,0.8520312499999998,0.04466816297776834
28,29,147.87000000000006,871.1400000000012,39,22.33692307692311,30.84,3.791538461538463,0.16974309525449394,0.7907692307692308,0.035401887182312776
29,30,123.11000000000001,314.4100000000001,13,24.18538461538462,22.139999999999997,9.47,0.3915587926592665,1.703076923076923,0.07041760758245601
30,31,251.24,1796.9700000000028,33,54.45363636363645,121.84,7.613333333333333,0.1398131298797418,3.6921212121212124,0.06780302397925386
31,32,116.91,1577.6500000000017,54,29.21574074074077,169.90999999999997,2.165,0.07410388869521116,3.146481481481481,0.10769815865369366
32,33,352.5200000000001,800.0200000000001,32,25.000625000000003,48.56,11.016250000000003,0.4406389840253994,1.5175,0.06069848253793655
33,34,102.00000000000001,239.46999999999997,23,10.411739130434782,11.88,4.434782608695653,0.425940618866664,0.5165217391304349,0.049609554432705566
34,35,176.24,768.2400000000005,28,27.437142857142874,43.31999999999999,6.2942857142857145,0.2294074768301571,1.547142857142857,0.056388628553576965
35,36,842.8899999999999,3505.8799999999947,77,45.53090909090902,208.09000000000003,10.946623376623375,0.2404218056522189,2.7024675324675327,0.05935457003662428
36,37,39.650000000000006,1808.9600000000003,38,47.604210526315796,34.62,1.043421052631579,0.02191867150185742,0.9110526315789473,0.019138068282327964
37,38,5.9399999999999995,397.65000000000026,18,22.091666666666683,45.8,0.32999999999999996,0.014937759336099572,2.5444444444444443,0.11517666289450512
38,39,837.1300000000002,3670.3099999999863,48,76.46479166666639,203.87000000000012,17.440208333333338,0.22808155169454442,4.247291666666669,0.05554571684680609
39,40,1023.8300000000008,5463.889999999948,89,61.39202247190952,1003.9700000000024,11.503707865168549,0.18738115152391624,11.280561797752837,0.183746378495909
40,41,680.6700000000003,2262.269999999999,57,39.68894736842103,125.00999999999996,11.941578947368427,0.3008792053998863,2.1931578947368413,0.055258656128578824
41,42,532.3399999999999,1075.2800000000018,74,14.530810810810834,33.28000000000001,7.193783783783783,0.495071051261066,0.44972972972972985,0.03095007811918752
42,43,24.54,266.6000000000001,49,5.440816326530614,16.29,0.5008163265306123,0.09204801200300072,0.3324489795918367,0.06110277569392346
43,44,164.69999999999996,673.3099999999997,25,26.932399999999987,51.23000000000001,6.587999999999998,0.2446124370646508,2.0492000000000004,0.07608679508695851
44,45,143.78999999999996,362.1600000000001,31,11.682580645161293,13.17,4.638387096774192,0.3970344599072231,0.4248387096774194,0.03636514247846255
45,46,1002.3200000000005,4438.399999999977,67,66.24477611940264,333.9100000000001,14.960000000000008,0.22582912761355572,4.9837313432835835,0.07523206560922896
46,47,433.0599999999998,1375.8300000000013,58,23.721206896551745,122.61000000000003,7.466551724137927,0.3147627250459718,2.11396551724138,0.08911711475981765
47,48,195.54000000000008,546.7700000000001,30,18.22566666666667,22.049999999999997,6.5180000000000025,0.3576275216270096,0.7349999999999999,0.0403277429266419
48,49,974.0900000000007,2898.919999999997,57,50.858245614035035,223.35000000000005,17.089298245614046,0.336018241276062,3.91842105263158,0.07704593434796417
49,50,28.520000000000003,255.74,13,19.672307692307694,22.030000000000005,2.1938461538461542,0.11151951200437946,1.694615384615385,0.08614217564714165
50,51,761.05,2139.2600000000025,53,40.36339622641514,108.86000000000001,14.35943396226415,0.3557538588109903,2.0539622641509436,0.05088675523311794
51,52,460.23,3721.5699999999774,73,50.9804109589038,355.0100000000001,6.304520547945206,0.12366554975453983,4.863150684931508,0.09539253594585141
52,53,382.34,978.8,39,25.097435897435897,153.13,9.803589743589743,0.3906211687780956,3.9264102564102563,0.15644666939109114
53,55,90.52000000000001,547.8400000000005,67,8.176716417910455,7.57,1.351044776119403,0.16523072429906527,0.11298507462686568,0.013817903037383165
54,56,936.8899999999998,3952.529999999979,79,50.03202531645543,311.0600000000002,11.859367088607591,0.23703551902199468,3.937468354430382,0.07869895990669314
55,57,149.7,1053.590000000001,72,14.63319444444446,122.80999999999996,2.0791666666666666,0.14208563103294436,1.705694444444444,0.11656336905247756
56,58,718.0600000000001,5042.889999999974,88,57.30556818181788,377.02000000000004,8.159772727272728,0.14239057365915256,4.284318181818183,0.07476268568221833
57,59,234.9300000000001,942.0500000000002,26,36.23269230769232,125.49000000000001,9.035769230769235,0.24938166763972192,4.826538461538462,0.13320948994214743
58,60,43.589999999999996,156.02999999999997,5,31.205999999999996,4.99,8.718,0.27936935204768315,0.998,0.03198102928923925
59,62,44.099999999999994,267.45999999999987,23,11.628695652173906,36.06999999999999,1.917391304347826,0.16488446870560092,1.5682608695652172,0.13486128766918423
60,63,74.17000000000002,270.7300000000001,28,9.668928571428575,2.86,2.648928571428572,0.2739629889557862,0.10214285714285713,0.01056403058397665
61,64,497.6500000000001,1895.379999999997,71,26.695492957746435,172.79,7.009154929577466,0.2625594867519975,2.4336619718309858,0.09116377718452251
62,65,112.15,752.0300000000001,53,14.18924528301887,16.27,2.1160377358490567,0.14912968897517384,0.3069811320754717,0.02163477520843583
63,66,39.76999999999999,191.08999999999997,15,12.739333333333331,3.6399999999999997,2.6513333333333327,0.2081218274111675,0.24266666666666664,0.019048615835470198
64,67,816.31,5857.109999999982,82,71.4281707317071,287.35,9.955,0.13937078183609367,3.504268292682927,0.04906003131237093
65,68,549.37,2944.7300000000037,96,30.67427083333337,111.92999999999998,5.722604166666667,0.18656039772746547,1.1659374999999998,0.03801027598455541
66,69,1564.4399999999991,4292.1699999999855,68,63.120147058823314,173.65000000000018,23.00647058823528,0.3644869611408692,2.553676470588238,0.040457391016665414
67,71,308.57000000000016,1151.610000000002,63,18.27952380952384,74.96000000000001,4.89793650793651,0.26794661387101504,1.18984126984127,0.06509148062278017
68,72,873.7000000000007,4133.789999999978,68,60.791029411764384,349.43000000000023,12.848529411764716,0.21135568086429288,5.138676470588239,0.0845301769078744
69,73,167.64000000000001,1432.1200000000028,54,26.520740740740795,110.82999999999998,3.104444444444445,0.11705722984107454,2.052407407407407,0.07738876630449945
70,74,117.85000000000002,933.1300000000001,68,13.722500000000002,79.74999999999997,1.733088235294118,0.1262953714916464,1.1727941176470584,0.08546504774254388
71,75,25.78,387.66,39,9.940000000000001,3.04,0.6610256410256411,0.06650157354382706,0.07794871794871795,0.00784192333488108
72,76,39.99,202.45999999999998,13,15.573846153846151,29.659999999999997,3.0761538461538462,0.19752049787612372,2.281538461538461,0.1464980736935691
73,77,715.2700000000006,4002.2099999999805,65,61.57246153846124,231.52000000000007,11.004153846153855,0.17871875788626884,3.561846153846155,0.05784803895847574
74,78,419.7600000000001,1555.000000000001,81,19.197530864197542,3.65,5.182222222222223,0.26994212218649505,0.04506172839506173,0.0023472668810289375
75,79,401.53000000000026,1738.0600000000002,65,26.73938461538462,77.9,6.17738461538462,0.23102194400653614,1.1984615384615385,0.04482008676340287
76,80,478.3800000000001,1568.72,52,30.16769230769231,90.57999999999997,9.199615384615386,0.3049492579937784,1.7419230769230762,0.05774134326074759
77,81,1228.3700000000008,3433.8299999999917,67,51.25119402985062,108.62999999999998,18.333880597014936,0.35772592120169133,1.6213432835820893,0.03163522946680536
78,82,277.26000000000005,460.38000000000017,46,10.008260869565222,6.27,6.0273913043478275,0.6022416264824709,0.13630434782608694,0.01361918415222207
79,83,84.13,627.8799999999999,56,11.212142857142855,43.9,1.5023214285714286,0.1339905714467733,0.7839285714285714,0.06991781869146972
80,84,97.0,450.55000000000024,28,16.091071428571436,15.37,3.4642857142857144,0.21529242037509702,0.5489285714285714,0.034113860836755064
81,85,837.960000000001,2855.7199999999934,90,31.73022222222215,234.92999999999998,9.310666666666677,0.2934321292003428,2.610333333333333,0.08226646870141349
82,86,589.9100000000003,2641.1599999999985,31,85.1987096774193,283.52,19.029354838709686,0.2233526177891535,9.145806451612902,0.10734677187296496
83,87,11.48,776.8500000000007,34,22.848529411764726,114.64999999999999,0.3376470588235294,0.014777627598635502,3.3720588235294113,0.14758318851773172
84,88,1019.7200000000013,6377.110000000001,87,73.30011494252874,220.8999999999999,11.7209195402299,0.15990315362287955,2.5390804597701138,0.03463951539176836
85,90,55.96999999999999,293.42999999999984,7,41.918571428571404,3.79,7.995714285714285,0.19074395937702357,0.5414285714285715,0.012916198071090217
86,91,301.47999999999996,1675.679999999999,56,29.922857142857122,115.97999999999999,5.383571428571428,0.17991501957414313,2.0710714285714285,0.06921369235176171
87,92,210.84999999999997,1052.0899999999995,46,22.871521739130422,197.5500000000001,4.583695652173913,0.2004106112594931,4.294565217391306,0.1877691072056575
88,93,325.5600000000002,2171.7400000000025,71,30.587887323943697,160.98999999999992,4.585352112676059,0.14990744748450543,2.267464788732393,0.07412949984804798
89,94,38.51,252.18,27,9.34,59.150000000000006,1.4262962962962962,0.15270838290110236,2.190740740740741,0.23455468316282024
90,95,896.6700000000001,3158.2200000000016,84,37.597857142857166,164.87000000000003,10.674642857142858,0.2839162566255674,1.9627380952380957,0.05220345637732645
91,96,229.30999999999997,701.9600000000002,30,23.39866666666667,62.99,7.6436666666666655,0.3266710353866316,2.099666666666667,0.08973445780386345
92,97,771.1800000000002,2951.6399999999967,74,39.88702702702698,179.78000000000011,10.421351351351353,0.26127169980078907,2.429459459459461,0.06090851187814243
93,98,540.9399999999994,1656.710000000001,68,24.36338235294119,65.24999999999999,7.954999999999991,0.32651459820970424,0.9595588235294116,0.03938528770877218
94,99,1083.0599999999988,4827.12,86,56.12930232558139,309.5599999999999,12.593720930232545,0.2243698105702777,3.599534883720929,0.06412933591872585
95,100,463.1600000000001,1197.490000000001,22,54.43136363636368,25.659999999999993,21.052727272727278,0.386775672448204,1.166363636363636,0.021428153888550197
96,101,606.34,2917.7899999999972,71,41.09563380281686,236.02000000000012,8.540000000000001,0.2078079642469131,3.324225352112678,0.08088998865579783
97,102,27.240000000000002,226.28000000000003,6,37.71333333333334,10.42,4.54,0.12038182782393493,1.7366666666666666,0.046049142655117545
98,103,78.01,351.45999999999987,24,14.644166666666662,12.889999999999999,3.2504166666666667,0.2219598247311217,0.5370833333333332,0.036675581858532987
99,104,712.4300000000003,3629.759999999994,65,55.84246153846144,234.47000000000003,10.960461538461542,0.19627468482764743,3.6072307692307697,0.06459655734814435
100,105,1117.5000000000005,3152.149999999999,74,42.59662162162161,326.9400000000001,15.101351351351358,0.3545199308408549,4.418108108108109,0.10371968339070164
101,106,116.02000000000001,989.0500000000008,27,36.63148148148151,112.18999999999998,4.297037037037037,0.11730448410090483,4.155185185185185,0.1134320812901268
102,107,158.94,449.12999999999994,19,23.638421052631575,14.39,8.365263157894736,0.3538841760737426,0.7573684210526316,0.03203972123883954
103,108,246.62000000000006,1506.680000000001,33,45.656969696969725,75.49,7.473333333333335,0.16368439217352054,2.2875757575757576,0.05010353890673531
104,109,470.9900000000003,2551.919999999997,65,39.26030769230764,189.86999999999998,7.246000000000005,0.18456299570519488,2.9210769230769227,0.07440280259569274
105,110,497.22000000000014,1963.9900000000014,73,26.903972602739746,183.41000000000003,6.811232876712331,0.2531682951542522,2.512465753424658,0.0933864225377929
106,111,190.1,770.0500000000006,33,23.334848484848504,67.50000000000003,5.760606060606061,0.24686708655282105,2.0454545454545463,0.08765664567235891
107,112,32.050000000000004,536.8700000000002,38,14.128157894736848,5.41,0.8434210526315791,0.05969787844357105,0.1423684210526316,0.010076927375342258
108,113,1464.1800000000007,8235.00999999992,84,98.03583333333238,707.0300000000004,17.430714285714295,0.17779941979427044,8.417023809523815,0.08585660491001315
109,114,408.1699999999999,1809.7099999999991,59,30.673050847457613,52.71000000000001,6.918135593220337,0.22554442424476853,0.8933898305084748,0.029126213592233028
110,115,1897.26,6337.559999999948,74,85.642702702702,200.9200000000001,25.638648648648648,0.2993675799519082,2.7151351351351365,0.031703052909953004
111,116,20.39,389.10999999999996,59,6.595084745762711,41.25,0.34559322033898304,0.052401634499241866,0.6991525423728814,0.10601115365834855
112,117,270.9500000000001,1673.9600000000023,73,22.93095890410962,204.95,3.7116438356164396,0.16186169323042351,2.8075342465753423,0.12243422781906362
113,118,451.72999999999996,2586.0099999999916,58,44.58637931034468,536.9900000000007,7.788448275862068,0.17468223247396625,9.258448275862081,0.20765194256789513
114,119,439.8600000000003,1609.710000000002,36,44.71416666666673,88.00999999999999,12.21833333333334,0.2732541886426746,2.444722222222222,0.05467444446515203
115,121,696.0699999999995,1597.1900000000005,46,34.721521739130445,85.76000000000002,15.131956521739118,0.4358091398017764,1.864347826086957,0.053694300615455895
116,122,446.78999999999985,1127.7299999999987,57,19.78473684210524,56.25999999999999,7.838421052631577,0.3961852571094148,0.987017543859649,0.04988782776019088
117,123,606.6700000000001,2005.4000000000044,80,25.067500000000056,208.26000000000008,7.583375000000001,0.3025182008576836,2.603250000000001,0.10384960606362802
118,124,62.68999999999998,364.78,39,9.353333333333333,16.12,1.607435897435897,0.17185700970447937,0.4133333333333334,0.044191019244476125
119,125,671.9200000000006,3240.449999999991,96,33.75468749999991,198.56000000000003,6.999166666666674,0.20735391689425928,2.068333333333334,0.06127544013948698
120,126,176.25000000000003,553.2400000000001,21,26.34476190476191,29.160000000000004,8.392857142857144,0.31857783240546594,1.3885714285714288,0.05270768563372135
121,127,476.2600000000001,2072.889999999998,69,30.041884057970986,214.60999999999999,6.902318840579712,0.22975652350100612,3.1102898550724634,0.10353178412747428
122,128,93.75,834.5700000000003,29,28.778275862068973,148.62000000000003,3.2327586206896552,0.11233329738667815,5.124827586206898,0.17807972968115318
123,129,65.53000000000002,341.2699999999999,32,10.664687499999998,20.39,2.0478125000000005,0.19201805022416277,0.6371875,0.059747414070970215
124,130,120.83,301.5100000000001,10,30.15100000000001,30.110000000000003,12.083,0.4007495605452554,3.011,0.09986401777718812
125,131,726.8500000000001,3052.7500000000036,87,35.08908045977016,181.16999999999996,8.354597701149427,0.23809679796904404,2.0824137931034477,0.059346490868888616
126,132,793.9399999999998,2246.2600000000007,59,38.07220338983052,198.11999999999998,13.456610169491523,0.3534497342248892,3.357966101694915,0.0881999412356539
127,133,343.5100000000001,2537.539999999996,56,45.31321428571421,345.39000000000027,6.134107142857145,0.13537126508350636,6.167678571428576,0.13611214010419573
128,134,1156.0100000000007,3577.989999999988,56,63.892678571428355,143.99,20.643035714285727,0.32308922048412786,2.57125,0.040243265073407274
129,135,111.67000000000002,401.2100000000001,59,6.800169491525425,44.57,1.89271186440678,0.2783330425462974,0.7554237288135593,0.11108895590837714
130,136,353.44000000000017,2020.63,44,45.9234090909091,103.20999999999997,8.032727272727277,0.17491574409961255,2.3456818181818173,0.05107812909835049
131,137,47.83,684.5699999999996,32,21.392812499999987,61.940000000000005,1.4946875,0.06986867668755573,1.9356250000000002,0.09048015542603392
132,138,592.2299999999999,2101.8000000000025,46,45.69130434782614,181.79,12.874565217391302,0.28177276620039926,3.95195652173913,0.08649253021219896
133,139,224.22000000000003,1845.350000000002,47,39.26276595744685,102.05999999999997,4.770638297872341,0.12150540547863536,2.171489361702127,0.05530658140732103
134,140,313.0,1180.300000000001,44,26.825000000000024,7.640000000000001,7.113636363636363,0.2651868169109546,0.17363636363636364,0.00647293061086164
135,141,52.17000000000001,338.58000000000015,37,9.150810810810816,54.530000000000015,1.4100000000000001,0.1540847067162856,1.4737837837837842,0.16105499438832768
136,142,310.7000000000001,1568.7500000000002,94,16.688829787234045,16.16,3.3053191489361713,0.1980557768924303,0.17191489361702128,0.010301195219123505
137,143,772.3600000000001,2760.850000000002,72,38.34513888888892,93.77000000000002,10.727222222222224,0.279754423456544,1.3023611111111115,0.03396417769889706
138,144,430.77,1299.1600000000008,42,30.93238095238097,70.62,10.256428571428572,0.3315757874318789,1.6814285714285715,0.05435820068351855
139,145,64.74,682.1100000000006,38,17.950263157894753,83.99000000000001,1.7036842105263157,0.09491137793024576,2.210263157894737,0.12313263256659474
140,146,191.70000000000005,563.8800000000007,25,22.555200000000028,40.89,7.668000000000002,0.33996595020217035,1.6356,0.07251542881464132
141,147,108.86,503.3099999999997,26,19.35807692307691,19.510000000000005,4.186923076923077,0.21628817229937825,0.7503846153846155,0.0387633863821502
142,148,148.01000000000002,719.9000000000001,30,23.99666666666667,2.74,4.933666666666667,0.20559799972218365,0.09133333333333334,0.0038060841783581047
143,149,1427.840000000001,6095.409999999944,67,90.97626865671559,581.0800000000005,21.31104477611942,0.23424839346328044,8.67283582089553,0.09533074887497409
144,150,64.51,152.36000000000004,5,30.47200000000001,7.800000000000001,12.902000000000001,0.42340509320031494,1.56,0.05119453924914674
145,151,161.12000000000003,692.2700000000001,31,22.33129032258065,95.78999999999999,5.19741935483871,0.23274156037384255,3.09,0.13837086685830668
146,152,145.9,730.8000000000002,25,29.232000000000006,56.46,5.836,0.19964422550629443,2.2584,0.07725779967159276
147,153,55.949999999999996,1093.3499999999974,54,20.247222222222174,80.57000000000004,1.036111111111111,0.051173000411579204,1.4920370370370377,0.07369094983308203
148,154,79.94,541.6900000000004,18,30.093888888888912,59.480000000000004,4.441111111111111,0.14757518137680212,3.3044444444444445,0.10980450072919927
149,155,329.7,1522.9900000000002,38,40.07868421052632,31.85,8.676315789473684,0.2164820517534586,0.8381578947368421,0.020912809670450887
150,156,527.07,2407.3600000000047,82,29.358048780487863,138.90999999999997,6.427682926829269,0.21894108068589618,1.694024390243902,0.05770221321281391
151,157,193.71999999999997,1675.5200000000016,72,23.271111111111132,70.41,2.690555555555555,0.11561783804430852,0.9779166666666667,0.04202277501909851
152,158,154.96000000000006,484.7299999999996,79,6.135822784810122,21.09000000000001,1.9615189873417729,0.31968312256307674,0.26696202531645585,0.04350875745260254
153,159,409.48,1575.7000000000016,51,30.89607843137258,136.79000000000002,8.029019607843138,0.2598718030081866,2.6821568627450985,0.08681221044615084
154,160,205.25000000000006,961.41,46,20.90021739130435,131.42,4.461956521739132,0.21348852206654814,2.85695652173913,0.13669506246034469
155,161,968.8800000000006,3570.8799999999956,61,58.53901639344255,214.56000000000003,15.8832786885246,0.27132807599247294,3.5173770491803285,0.060086029214087365
156,162,472.4799999999999,2321.070000000004,59,39.34016949152549,140.28,8.008135593220338,0.20356128854364547,2.377627118644068,0.060437642983623835
157,163,17.68,191.44999999999993,10,19.144999999999992,19.75,1.768,0.0923478715069209,1.975,0.10316009401932624
158,164,659.0099999999996,2482.4299999999944,63,39.403650793650705,85.74999999999999,10.460476190476184,0.26546972120059825,1.361111111111111,0.034542766563407705
159,165,388.0099999999998,1218.2799999999975,76,16.029999999999966,131.15000000000006,5.105394736842103,0.3184900022983228,1.7256578947368428,0.10765177134977208
160,166,329.54999999999995,1574.640000000002,69,22.820869565217418,39.33,4.7760869565217385,0.20928593202255727,0.57,0.024977137631458587
161,167,227.67000000000002,951.960000000001,18,52.88666666666672,44.38,12.648333333333333,0.23915920837009935,2.4655555555555555,0.046619605865792633
162,168,81.77,328.89000000000004,28,11.74607142857143,51.57,2.9203571428571427,0.2486241600535133,1.8417857142857144,0.15680014594545288
163,170,231.66999999999996,1201.1600000000014,32,37.536250000000045,41.6,7.239687499999999,0.19287189050584408,1.3,0.03463318791834556
164,171,70.06,444.11000000000007,15,29.607333333333337,36.959999999999994,4.6706666666666665,0.15775370966652405,2.4639999999999995,0.08322262502533154
165,172,125.10000000000001,522.0700000000002,39,13.38641025641026,21.32,3.207692307692308,0.23962303905606522,0.5466666666666666,0.040837435592928135
166,173,13.14,122.27000000000002,6,20.378333333333337,8.690000000000001,2.19,0.10746708105013493,1.4483333333333335,0.07107221722417599
167,174,495.59999999999997,913.7500000000001,21,43.511904761904766,121.87999999999997,23.599999999999998,0.5423803009575923,5.803809523809522,0.13338440492476056
168,175,104.38,738.4700000000001,34,21.719705882352944,118.51000000000002,3.07,0.14134629707367935,3.4855882352941183,0.1604804528281447
169,176,101.16000000000001,395.38000000000017,14,28.24142857142858,13.98,7.225714285714287,0.2558551267135413,0.9985714285714286,0.035358389397541594
170,177,72.1,496.2,26,19.084615384615383,25.979999999999997,2.773076923076923,0.145304312777106,0.9992307692307691,0.052357920193470374
171,178,114.53000000000002,635.4100000000002,40,15.885250000000005,7.9,2.8632500000000003,0.18024582552997273,0.1975,0.012432917328968694
172,179,105.82,305.37,25,12.2148,49.269999999999996,4.2328,0.34653043848446147,1.9707999999999999,0.16134525329927626
173,180,340.75999999999993,1178.0100000000007,32,36.81281250000002,63.800000000000004,10.648749999999998,0.28926749348477493,1.9937500000000001,0.054159132774764196
174,181,242.9,921.44,24,38.39333333333334,140.21999999999997,10.120833333333334,0.2636091335301267,5.8424999999999985,0.1521748567459628
175,182,241.42000000000013,850.650000000001,29,29.332758620689688,41.04,8.3248275862069,0.28380650091106785,1.4151724137931034,0.04824545935461112
176,183,157.89,906.9500000000018,55,16.49000000000003,76.66,2.8707272727272724,0.17408897954683245,1.3938181818181818,0.08452505650807636
177,184,1462.1400000000012,3588.1699999999914,80,44.852124999999894,210.83999999999995,18.276750000000014,0.4074890543090223,2.6354999999999995,0.05875975775952657
178,185,463.4700000000002,1038.5199999999993,35,29.67199999999998,46.59,13.242000000000006,0.44627932057158315,1.3311428571428572,0.04486191888456653
179,187,101.76,351.40999999999997,35,10.040285714285714,21.79,2.9074285714285715,0.2895762784212174,0.6225714285714286,0.062007341851398654
180,188,470.43000000000023,1231.010000000001,30,41.0336666666667,94.24,15.681000000000008,0.38214961698117794,3.1413333333333333,0.07655502392344492
181,189,190.61999999999995,575.2,32,17.975,31.700000000000003,5.956874999999998,0.33139777468706527,0.9906250000000001,0.05511126564673157
182,190,85.22,431.07999999999987,14,30.79142857142856,40.52999999999999,6.087142857142857,0.19768952398626713,2.894999999999999,0.09401967152268721
183,191,35.339999999999996,247.25000000000014,20,12.362500000000008,6.59,1.767,0.14293225480283103,0.3295,0.026653185035389267
184,192,699.63,2699.0299999999925,79,34.164936708860665,116.69000000000001,8.856075949367089,0.2592153477360392,1.4770886075949368,0.04323405075156642
185,193,437.83,1925.7700000000011,54,35.66240740740743,44.51,8.107962962962963,0.22735321455833238,0.8242592592592592,0.023112832788962322
186,194,169.23,1144.7000000000003,47,24.355319148936175,188.05,3.60063829787234,0.1478378614484144,4.001063829787234,0.16427885035380446
187,195,593.75,2150.210000000002,54,39.81870370370374,179.80000000000004,10.99537037037037,0.2761358192920689,3.3296296296296304,0.08361973946730779
188,196,1406.8199999999993,3505.9099999999985,80,43.82387499999998,258.3800000000001,17.58524999999999,0.4012709966884489,3.2297500000000015,0.07369841210983745
189,197,156.59000000000006,1253.0299999999984,41,30.561707317073132,44.13999999999999,3.8192682926829282,0.12496907496229161,1.0765853658536584,0.035226610695673725
190,198,1316.4599999999998,5323.179999999992,86,61.89744186046502,341.87000000000006,15.307674418604648,0.24730706081703074,3.9752325581395356,0.06422288932555363
191,199,101.02,458.88999999999993,42,10.92595238095238,49.720000000000006,2.405238095238095,0.22013990280895204,1.1838095238095239,0.10834840593606312
192,200,98.62999999999997,620.36,31,20.011612903225807,41.85000000000001,3.1816129032258056,0.1589883293571474,1.3500000000000003,0.06746082919595076
193,201,270.38999999999993,935.9199999999997,28,33.42571428571428,83.32,9.656785714285713,0.2889028976835627,2.9757142857142855,0.08902470296606549
194,202,242.41000000000008,563.0900000000004,22,25.595000000000017,22.299999999999997,11.018636363636368,0.43049956490081503,1.0136363636363634,0.039602905397005776
195,203,75.76,495.66000000000014,28,17.702142857142864,51.77,2.705714285714286,0.1528467094379211,1.8489285714285715,0.10444659645724888
196,204,62.45,475.2899999999997,38,12.50763157894736,47.78,1.6434210526315791,0.13139346504239527,1.2573684210526317,0.10052809863451795
197,205,459.53,2084.4599999999987,54,38.60111111111109,445.4099999999999,8.509814814814815,0.22045517783982438,8.248333333333331,0.21368124118476736
