,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
297,35602,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
310,36078,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,14.5 OZ
438,41174,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
487,42408,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,28 OZ
504,42762,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,28 OZ
590,44599,69,GROCERY,Private,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,15.25 OZ
598,44802,2274,PRODUCE,National,SALAD MIX,COLESLAW,1 LB
606,45115,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
663,46252,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
668,46311,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15 1/4 OZ
688,47170,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15 1/4 OZ
705,47805,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,8 OZ
749,49278,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATO SAUCE,15 OZ
750,49284,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CARROTS,14.5 OZ
760,49571,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
764,49650,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,8 OZ
771,49927,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATO SAUCE,29 OZ
774,49966,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATO SAUCE,8 OZ
778,50032,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATO PASTE,12 OZ
785,50242,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,15 OZ
789,50350,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
813,51220,1646,PRODUCE,National,SALAD MIX,GARDEN PLUS,10 OZ
819,51403,69,GROCERY,Private,HISPANIC,MEXICAN BEANS REFRIED,31 OZ
829,51832,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15.5 OZ
833,51930,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
837,52240,69,GROCERY,Private,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,15 OZ
839,52318,69,PRODUCE,Private,CARROTS,CARROTS MINI PEELED,2 LB
844,52433,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,32 OZ
858,52702,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
864,53045,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
880,53788,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15.5 OZ
882,53961,2274,PRODUCE,National,SALAD MIX,SALAD SPINACH,10 OZ
888,54194,843,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,16 OZ
889,54205,69,GROCERY,Private,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
893,54411,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
897,54492,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,B D  16 OZ
901,54776,69,GROCERY,Private,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,15 OZ
917,55375,2,PRODUCE,National,VEGETABLES - ALL OTHERS,CABBAGE,14-18 CT
921,55713,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,55 OZ
926,56098,69,GROCERY,Private,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4 OZ
934,56374,1446,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,14 OZ
939,56918,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN CORN ON THE COB,7.25 LB
941,57061,69,GROCERY,Private,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4 OZ
952,57462,2,PRODUCE,National,CORN,CORN YELLOW,48 CT
954,57570,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
955,57687,1446,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,14 OZ
961,57910,69,GROCERY,Private,DRY BN/VEG/POTATO/RICE,DRY BEANS/PEAS/BARLEY: BAG & B,20 OZ
982,59361,378,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,22 OZ
987,59666,2,PRODUCE,National,VEGETABLES - ALL OTHERS,CUCUMBERS,64 CT
1009,60570,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1027,61385,407,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS & ONIONS PEAS & CARROT,8.5 OZ
1028,61398,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1041,61977,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,28 OZ
1042,61988,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,12 OZ
1049,62355,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1055,62493,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1064,62868,69,GROCERY,Private,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
1066,62904,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,8.5 OZ
1069,62949,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1076,63293,69,GROCERY,Private,VEGETABLES - SHELF STABLE,POTATOES SWEET,40 OZ
1091,63945,715,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14 OZ
1105,64452,69,GROCERY,Private,VEGETABLES - SHELF STABLE,ASPARAGUS,14.5 OZ
1106,64516,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1107,64527,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS WAX SHELLIES,15 OZ
1109,64551,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,8 OZ
1124,64842,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATO PASTE,6OZ
1130,65342,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,10 OZ
1145,66092,673,PRODUCE,National,BROCCOLI/CAULIFLOWER,CAULIFLOWER WHOLE, 
1146,66099,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,16 OZ
1158,66469,69,GROCERY,Private,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,27 OZ
1179,67573,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN CORN ON THE COB,12 CT
1184,67822,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,14 OZ
1190,68117,715,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,13.5 OZ
1207,68869,407,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,8 OZ
1213,69192,282,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
1231,70028,69,GROCERY,Private,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
1235,70153,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PASTE,12 OZ
1260,71176,787,PRODUCE,National,ONIONS,ONIONS OTHER,6 OZ
1261,71198,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1272,71673,282,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1274,71711,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,8.3 OZ
1286,72013,407,GROCERY,National,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,15 OZ
1299,72547,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
1335,73772,135,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BREADED VEGETABLES,20 OZ
1339,74230,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
1348,74671,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
1354,74980,69,PRODUCE,Private,CARROTS,CARROTS MINI PEELED,1 LB
1356,75076,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
1363,75618,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1376,76246,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,15 OZ
1398,77320,673,PRODUCE,National,ONIONS,ONIONS WHITE (BULK&BAG), 
1434,78851,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
1509,81562,673,PRODUCE,National,ONIONS,ONIONS WHITE (BULK&BAG),12/2 LB
1513,81611,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,28 OZ
1515,81724,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PUREE & ASPIC,10.75 OZ
1528,82393,2,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),40 LB
1539,82936,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,15 OZ
1594,85201,890,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
1600,85357,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1646,87331,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1658,87996,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,112 OZ
1669,88510,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,28 OZ
1709,90234,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
1715,90308,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,15 OZ
1761,92018,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1821,94003,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,10 OZ
1913,97935,1646,PRODUCE,National,SALAD MIX,REGULAR GARDEN,3 LB
1916,97991,407,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
1933,98464,69,PRODUCE,Private,CARROTS,CARROTS BAGGED,BD    2 LB
1936,98720,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1938,98878,1646,PRODUCE,National,SALAD MIX,REGULAR GARDEN,6 OZ
1942,99089,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
1950,99340,1446,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
1953,99596,1646,PRODUCE,National,SALAD MIX,BLENDS,8 OZ
1955,99676,1646,PRODUCE,National,SALAD MIX,BLENDS,10 OZ
1969,100282,1646,PRODUCE,National,SALAD MIX,BLENDS,10 OZ
2014,101955,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
2035,102969,2257,PRODUCE,National,CARROTS,CARROTS BAGGED,3 LB
2042,103450,1646,PRODUCE,National,SALAD MIX,BLENDS,12 OZ
2055,103816,1646,PRODUCE,National,SALAD MIX,BLENDS,10 OZ
2064,104378,1377,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,10 OZ
2070,104777,529,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,12 CT
2078,105255,1377,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,10 OZ
2080,105358,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,32 OZ
2095,106018,1083,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,16 OZ
2107,106433,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,28 OZ
2108,106438,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,15 OZ
2113,106667,1646,PRODUCE,National,SALAD MIX,SALAD SPINACH,6 OZ
2116,106725,843,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14.5 OZ
2117,106786,673,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC ONIONS,3-LB BAG
2119,106817,1083,GROCERY,National,VEGETABLES - SHELF STABLE,BEETS,16 OZ
2122,106892,1557,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15.5 OZ
2127,106989,1446,GROCERY,National,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,15.25 OZ
2152,108404,827,GROCERY,National,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,15 1/4 OZ
2160,108705,1646,PRODUCE,National,SALAD MIX,BLENDS,10 OZ
2181,110154,1527,GROCERY,National,HISPANIC,ORIENTAL VEGETABLES,8 OZ
2186,110450,843,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,16 OZ
2206,111625,2257,PRODUCE,National,CARROTS,CARROTS BAGGED,16 OZ
2222,112295,378,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,40 OZ
2232,112829,1251,GROCERY,National,CANNED JUICES,TOMATO JUICE (OVER 50% JCE),46 OZ
2238,113162,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,28 OZ
2270,115244,2257,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,10 OZ
2282,116181,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,31 OZ
2284,116229,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,16 OZ
2317,117885,673,PRODUCE,National,ONIONS,ONIONS WHITE (BULK&BAG),5 LB BAG
2321,118049,843,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14.5 OZ
2335,118986,895,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
2336,119061,1377,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
2339,119202,282,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4OZ
2365,120624,1377,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
2369,121018,5124,PRODUCE,National,CORN,CORN YELLOW,5 CT
2372,121067,1377,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,15 OZ
2407,123021,1123,GROCERY,National,HISPANIC,MEXICAN BEANS REFRIED,16 OZ
2409,123052,2,PRODUCE,National,VEGETABLES - ALL OTHERS,BEANS,26 LB
2428,124053,715,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
2431,124302,2257,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
2435,124692,715,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,28 OZ
2448,125934,1123,GROCERY,National,HISPANIC,MEXICAN BEANS REFRIED,31 OZ
2452,126340,1446,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15 OZ
2464,126853,1446,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.25 OZ
2465,126866,1171,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,18 OZ
2473,127776,1646,PRODUCE,National,SALAD MIX,GARDEN PLUS,12 OZ
2489,129193,1377,GROCERY,National,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,27 OZ
2490,129417,2,PRODUCE,National,ONIONS,ONIONS YELLOW (BULK&BAG),50 LB
2526,132573,1646,PRODUCE,National,SALAD MIX,KITS,10 OZ
2531,133138,1446,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
2532,133258,1527,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,6 1/2 OZ
2548,134954,407,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,14.5 OZ
2555,136050,2,PRODUCE,National,VEGETABLES - ALL OTHERS,GREENS,24 CT
2561,136789,673,PRODUCE,National,VEGETABLES - ALL OTHERS,VEGETABLES ALL OTHER,16 OZ
2579,139879,2,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),19 LB
2581,140514,1646,PRODUCE,National,SALAD MIX,REGULAR GARDEN,10 OZ
2630,148813,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,7.75 OZ
2638,150989,1446,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
2648,153185,2,PRODUCE,National,VEGETABLES SALAD,HEAD LETTUCE,24 CT
2674,159857,282,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
2677,160776,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PASTE,6 OZ
2697,165982,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CARROTS,BD 8.25 OZ
2710,169373,2,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,39 CT
2712,169517,69,GROCERY,Private,VEGETABLES - SHELF STABLE,PEAS GREEN,8.5 OZ
2714,170178,2,PRODUCE,National,ONIONS,GREEN ONIONS,48 CT
2715,170316,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,8.5 OZ
2717,170997,2,PRODUCE,National,TOMATOES,TOMATOES HOTHOUSE ON THE VINE,13 LB
2720,171301,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,8.5 OZ
2722,171352,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,8.75 OZ
2723,172095,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,8 OZ
2728,173003,69,GROCERY,Private,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,8.25 OZ
2730,173274,2,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS, 
2750,183924,69,PRODUCE,Private,ONIONS,ONIONS WHITE (BULK&BAG),2 LB
2764,190639,673,PRODUCE,National,VEGETABLES - ALL OTHERS,CUCUMBERS,12-CT
2771,192602,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
2772,192772,2,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CARROTS,25 LB
2780,196144,2,PRODUCE,National,ONIONS,ONIONS RED (BULK&BAG),19 LB
2781,196229,2,PRODUCE,National,ONIONS,ONIONS YELLOW (BULK&BAG),32 LB
2782,196355,2,PRODUCE,National,ONIONS,ONIONS WHITE (BULK&BAG),19 LB
2790,197525,2,PRODUCE,National,CARROTS,CARROTS - BULK,24 CT
2794,197681,2,PRODUCE,National,TOMATOES,TOMATOES VINE RIPE BULK,20 LB
2799,198599,2,PRODUCE,National,VEGETABLES - ALL OTHERS,VEGETABLES ALL OTHER,25LB
2803,199464,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
2804,199579,5556,PRODUCE,National,VALUE ADDED VEGETABLES,BROCCOLI/CAULIFLOWER PROCESSED,12 OZ
2809,200095,2,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),40 LB
2818,202272,649,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CARROTS,1 LB
2821,202364,2,PRODUCE,National,VEGETABLES - ALL OTHERS,GREENS,24 CT
2822,202684,2,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),40 LB
2828,204752,407,GROCERY,National,VEGETABLES - SHELF STABLE,POTATOES WHITE,15.25 OZ
2832,205735,2,PRODUCE,National,VEGETABLES - ALL OTHERS,VEGETABLES ALL OTHER,18 CT
2833,206645,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEETS,15 OZ
2840,208322,2,PRODUCE,National,VEGETABLES - ALL OTHERS,GREENS,24 CT
2843,209046,2,PRODUCE,National,VEGETABLES - ALL OTHERS,GREENS,12 CT
2851,210740,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
2854,211641,5724,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,27 OZ
2857,212484,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEETS,15 OZ
2864,214789,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
2867,215923,673,PRODUCE,National,VEGETABLES SALAD,HEAD LETTUCE,24 CT
2942,238885,3830,SALAD BAR,National,SALAD BAR,SALAD BAR FRESH FRUIT, 
2944,239435,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,28 OZ
2953,243186,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
2982,251125,2257,PRODUCE,National,ORGANICS FRUIT & VEGETABLES,ORGANIC CARROTS,2 LB BAG
2994,253106,69,PRODUCE,Private,SALAD MIX,REGULAR GARDEN,32 OZ
3004,254038,2,PRODUCE,National,TOMATOES,ROMA TOMATOES (BULK/PKG),27 LB
3017,256868,673,PRODUCE,National,VEGETABLES - ALL OTHERS,CELERY, 
3055,263792,2,PRODUCE,National,VEGETABLES - ALL OTHERS,ASPARAGUS,28 LB
3071,267471,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PUREE & ASPIC,15 OZ
3096,274535,69,PRODUCE,Private,SALAD MIX,REGULAR GARDEN,16 OZ
3108,278100,715,GROCERY,National,VEGETABLES - SHELF STABLE,LIMA BEANS,15.25 OZ
3117,279994,2,SALAD BAR,National,SALAD BAR,SALAD BAR FRESH FRUIT, 
3122,281655,1663,GROCERY,National,HISPANIC,AUTHENTIC PASTA RICE BEANS,30 OZ
3135,285413,3843,PRODUCE,National,VEGETABLES - ALL OTHERS,VEGETABLES ALL OTHER, 
3180,299986,69,PRODUCE,Private,SALAD MIX,COLESLAW,16 OZ
3190,304162,1646,PRODUCE,National,SALAD MIX,GARDEN PLUS,11 OZ
3253,321537,69,GROCERY,Private,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,16 OZ
3254,321581,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
3270,326669,69,PRODUCE,Private,VEGETABLES - ALL OTHERS,CELERY,1 LB
3359,350693,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
3377,356286,673,PRODUCE,National,VEGETABLES - ALL OTHERS,CELERY, 
3401,362166,2,PRODUCE,National,VEGETABLES - ALL OTHERS,CELERY, 
3404,362488,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PASTE,12 OZ
3409,363533,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
3426,369846,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,24 OZ
