,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
870,53337,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,11 OZ
872,53426,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ
894,54421,2065,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN BREAST BONE IN,12.48 OZ
906,54954,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB
908,55035,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,7.6 OZ.
913,55148,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ
915,55279,1493,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ
918,55409,4085,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
919,55584,2834,MEAT,National,BEEF,SELECT BEEF, 
931,56250,1094,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,16 OZ
933,56341,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ
979,59073,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,12 OZ
991,59829,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,16 OZ
1004,60466,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,17 OZ
1016,60867,69,MEAT,Private,BEEF,PRIMAL,80 OZ
1033,61607,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.5 OZ
1062,62814,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,6 OZ
1112,64578,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1133,65626,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,29 OZ
1138,65723,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
1149,66173,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1 LB
1160,66483,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,32 OZ
1168,66800,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,7.6 OZ
1204,68779,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB
1205,68816,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,48 OZ
1218,69416,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1251,70764,1107,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,14 OZ
1263,71221,69,MEAT-PCKGD,Private,LUNCHMEAT,LOAVE,16 OZ
1279,71827,69,MEAT-PCKGD,Private,HOT DOGS,PREMIUM - BEEF,16 OZ
1295,72328,1018,MEAT,National,TURKEY,GROUND TURKEY,16 OZ
1318,73243,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB
1329,73584,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,19 OZ
1361,75585,216,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.25 OZ
1371,75914,2209,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,16 OZ
1373,76045,1719,MEAT-PCKGD,National,BACON,BETTER FOR YOU,12 OZ
1377,76249,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ
1395,77254,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,20 OZ
1405,77491,213,GROCERY,National,MEAT - SHELF STABLE,VIENNA SAUSAGE,6 PK/5 OZ
1410,77681,69,SEAFOOD-PCKGD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ
1418,78067,1094,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ
1421,78096,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB
1429,78756,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONE-IN (IQF),4.0 LB
1430,78767,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,26 OZ
1435,78864,69,MEAT-PCKGD,Private,BACON,PREMIUM,16 OZ
1440,78986,1314,MEAT,National,BEEF,STUFFED/MIXED BEEF,6 OZ
1451,79389,1230,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1468,79954,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,12 OZ
1470,79993,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,12 OZ
1472,80078,1230,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1504,81413,781,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,10 OZ
1507,81454,2092,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ
1521,81997,1230,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,6 OZ
1527,82337,1018,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OZ
1537,82874,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
1550,83396,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1566,84012,1089,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ
1588,84982,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ
1602,85389,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,24.5 OZ
1617,86032,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,16 OZ
1618,86101,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,16 OZ
1621,86153,1493,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB
1636,86733,1230,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ
1648,87441,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
1651,87705,69,MEAT-PCKGD,Private,HOT DOGS,PREMIUM - MEAT,16 OZ
1654,87892,397,MEAT-PCKGD,National,MEAT - MISC,BREAST - BONELESS(IQF),64 OZ
1666,88350,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB
1671,88769,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,7.6 OZ.
1687,89409,1493,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,1 LB
1705,90146,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.35 OZ
1707,90172,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,24.5 OZ
1713,90283,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ
1717,90348,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ
1723,90549,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BREADED PREPARED CHICK,12 OZ
1734,90887,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
1737,90965,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ
1753,91724,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,12 OZ
1762,92048,1230,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ
1769,92195,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
1771,92266,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ
1772,92317,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,19 OZ
1802,93289,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
1807,93369,1858,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,8 OZ
1844,94977,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB
1852,95564,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ.
1860,96034,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ
1898,97294,1089,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,5 OZ
1910,97730,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1920,98133,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,6.3 OZ
1923,98290,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.6 OZ
1946,99159,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,12 OZ
1949,99264,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1956,99737,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ
1961,99913,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1967,100208,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ
1970,100378,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,16 OZ
1971,100384,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1980,100662,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ
2018,101999,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,7.6 OZ
2023,102296,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,7.6 OZ.
2054,103812,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
2061,104179,1094,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ
2120,106822,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
2138,107381,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
2165,108889,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,1 LB
2174,109768,1230,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ
2183,110198,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ
2184,110217,397,GROCERY,National,FROZEN CHICKEN,FRZN BREADED PREPARED CHICK,4 LB
2189,110605,2065,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,15.85 OZ
2193,110873,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,2.5 OZ
2198,111259,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB
2199,111297,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,3.3 OZ
2204,111551,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,12 OZ
2205,111584,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.55 OZ
2210,111782,781,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ
2236,113109,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,2.5 OZ
2239,113398,318,MEAT,National,SMOKED MEATS,HAMS-DRY CURED/COUNTRY,12 OZ
2241,113512,1089,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,5 OZ
2242,113560,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,1 LB
2252,114331,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,1 LB
2261,114442,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.55 OZ
2283,116219,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,1 LB
2286,116385,781,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,5 OZ
2294,116917,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.1 OZ
2297,116994,1094,MEAT-PCKGD,National,BACON,PREMIUM,1 LB
2301,117155,1107,MEAT-PCKGD,National,BACON,BETTER FOR YOU,12 OZ
2306,117410,1719,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ
2329,118680,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ
2330,118681,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,12 OZ
2337,119064,69,MEAT-PCKGD,Private,BACON,PREMIUM,16 OZ
2343,119247,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,1 LB
2358,120032,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.55 OZ
2364,120578,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ
2382,121623,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,1 LB
2383,121683,1230,MEAT-PCKGD,National,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,16 OZ
2384,121715,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,12.45 OZ
2386,121725,1719,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ
2436,124725,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.56 OZ
2455,126495,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.55 OZ
2477,128123,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ
2478,128170,2063,MEAT,National,SMOKED MEATS,HAMS-DRY CURED/COUNTRY,12 OZ
2487,129005,1548,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
2496,129802,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,5.0 OZ
2502,130428,1066,MEAT-PCKGD,National,BACON,ECONOMY,16 OZ
2506,130708,3730,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2508,130869,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ
2511,131099,1238,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
2512,131312,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,8.5 OZ
2519,131847,1094,MEAT-PCKGD,National,BACON,PRE-COOKED,2.1 OZ
2521,132054,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,1 LB
2522,132074,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ
2544,134309,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,7.6 OZ
2556,136182,1138,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB
2560,136754,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BREADED PREPARED CHICK,12 OZ
2563,137409,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.55 OZ
2572,137694,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,ALL   6 OZ
2580,140226,2092,MEAT-PCKGD,National,BACON,ECONOMY,12 OZ
2589,142450,3726,DELI,National,DELI MEATS,MEAT:HAM BULK, 
2593,142791,3741,DELI,National,DELI MEATS,MEAT: BEEF BULK, 
2614,145736,1238,MEAT,National,SMOKED MEATS,PORK-FULLY COOKED,8 OZ
2616,145834,4089,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2631,149348,3739,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2634,149919,2092,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,10 OZ
2642,151810,3732,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2649,153304,3862,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
2651,153917,1089,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ
2663,157747,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,20 OZ
2679,161354,4320,MEAT,National,CHICKEN,CHICKEN DRUMS, 
2684,163381,741,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,1 LB
2686,163906,1178,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,ALL   6 OZ
2699,167157,3731,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2718,171100,3375,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-LIVE SHLFSH-OTHER, 
2743,178274,2929,MEAT,National,BEEF,CHOICE BEEF, 
2744,179656,4496,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2761,190064,2854,MEAT,National,BEEF,PRIMAL, 
2770,192595,5446,MEAT,National,BEEF,EXTERNAL, 
2795,197912,2311,MEAT-PCKGD,National,BACON,ECONOMY,48 OZ
2801,198799,5226,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ
2834,207062,4471,DELI,National,DELI MEATS,MEAT:HAM BULK, 
2841,208463,4595,MEAT,National,PORK,DRY, 
2844,209064,3439,MEAT,National,PORK,BUTTS, 
2848,209999,3665,MEAT,National,BEEF,PRIMAL, 
2852,210903,3441,MEAT,National,PORK,BUTTS, 
2853,211144,4084,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
2856,212350,2822,MEAT,National,BEEF,SELECT BEEF, 
2866,215256,2806,MEAT,National,BEEF,SELECT BEEF, 
2884,219940,2832,MEAT,National,BEEF,NATURAL BEEF, 
2886,220110,2807,MEAT,National,BEEF,SELECT BEEF, 
2893,222584,2811,MEAT,National,BEEF,SELECT BEEF, 
2895,223027,397,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5.5 OZ
2896,223247,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
2898,224106,4272,MEAT,National,TURKEY,WHOLE HENS (UNDER 15LBS), 
2904,226111,5267,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,2 LB
2910,229094,191,MEAT-PCKGD,National,LUNCHMEAT,HAM,32 OZ
2915,230051,741,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
2918,230641,1548,MEAT-PCKGD,National,BACON,ECONOMY, 
2927,233160,191,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
2936,235801,69,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), 
2938,236073,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
2950,241227,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,16 OZ
2952,242286,4298,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
2964,247734,3723,DELI,National,DELI MEATS,MEAT:HAM BULK, 
2966,247881,1066,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ
2983,251127,69,MEAT-PCKGD,Private,BACON,PREMIUM,12 OZ
2989,252628,2635,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB
2995,253192,2635,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
3018,257028,2635,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
3022,257851,69,MEAT,Private,BEEF,LEAN,3 LB
3043,262363,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BREADED PREPARED CHICK,28 OZ
3047,262712,4310,MEAT,National,CHICKEN,CHICKEN DRUMS, 
3057,263944,2635,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,6 OZ
3069,267257,2971,MEAT,National,BEEF,CUBED MEATS, 
3070,267281,2872,MEAT,National,BEEF,CHOICE BEEF, 
3083,269894,4314,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, 
3100,275575,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - COOKED,12 OZ
3116,279907,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9 OZ
3120,281136,3940,DELI,National,DELI MEATS,MEAT:HAM BULK, 
3121,281342,4305,MEAT,National,SMOKED MEATS,MISCELLANEOUS, 
3131,284611,4001,MEAT,National,BEEF,LEAN, 
3134,285287,4862,MEAT-PCKGD,National,DINNER SAUSAGE,SAUSAGE, 
3148,289012,3659,MEAT,National,BEEF,LEAN, 
3161,294423,1275,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ
3164,294671,4800,MEAT,National,SMOKED MEATS,HAM STEAKS/CUBES/SLICES, 
3172,297545,741,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
3178,299526,1833,GROCERY,National,SEAFOOD - SHELF STABLE,SALMON,7.5 OZ
3179,299866,69,MEAT-PCKGD,Private,BACON,BETTER FOR YOU,12 OZ
3183,300173,2635,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB
3189,303024,3384,DELI,National,SALADS/DIPS,SEAFOOD-FRE-LIVE SHLFSH-OTHER, 
3191,304476,2951,MEAT,National,BEEF,FLANK, 
3196,307003,69,MEAT-PCKGD,Private,LUNCHMEAT,LOAVE,16 OZ
3214,311399,2635,MEAT-PCKGD,National,LUNCHMEAT,HAM,12 OZ
3215,311790,4032,MEAT,National,PORK,RIBS, 
3226,313888,2635,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,12 OZ
3232,315216,2938,MEAT,National,BEEF,CHOICE BEEF, 
3236,316011,5,MEAT,Private,(CORP USE ONLY),MEAT DEPT KEY RINGS, 
3238,316244,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
3241,317156,3284,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, 
3260,323946,4704,MEAT,National,BEEF,KABOBS BEEF, 
3284,329095,604,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,12 OZ
3301,332236,1774,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ
3306,332873,3455,MEAT,National,PORK,ENHANCED, 
3312,334423,69,MEAT-PCKGD,Private,BACON,BETTER FOR YOU,16 OZ
3325,340329,3823,MEAT,National,BEEF,NATURAL BEEF, 
3328,340684,3311,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, 
3329,340905,1774,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,16 OZ
3342,344170,4307,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), 
3352,348386,4309,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
3356,349806,3042,MEAT,National,PORK,DRY, 
3370,354315,4688,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, 
3371,354632,2893,MEAT,National,BEEF,CHOICE BEEF, 
3374,355932,3729,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, 
3380,357169,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ
3382,357567,4173,MEAT,National,CHICKEN,CHICKEN THIGHS, 
3383,357735,2924,MEAT,National,BEEF,CHOICE BEEF, 
3388,359492,2083,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,24 OZ
3410,363658,3025,MEAT,National,PORK,RIBS, 
3413,366165,3737,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
3415,366441,4213,DELI,National,DELI MEATS,MEAT:HAM BULK, 
3416,366758,3466,MEAT,National,PORK,RIBS, 
3417,366802,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,3 LB
3418,366871,2872,MEAT,National,BEEF,CHOICE BEEF, 
3421,369134,4184,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, 
3422,369339,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ
3423,369438,3423,MEAT,National,BEEF,NATURAL BEEF, 
3424,369506,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ
3429,370113,3494,MEAT,National,PORK,ENHANCED, 
3432,371166,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,27 OZ
