,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
644,45831,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ
656,46111,741,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,16 OZ
660,46184,741,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,1 LB
692,47272,69,GROCERY,Private,MEAT - SHELF STABLE,BEEF STEW,24 OZ
763,49628,69,GROCERY,Private,SEAFOOD - SHELF STABLE,TUNA,12 OZ
781,50150,4321,MEAT,National,CHICKEN,CHICKEN WINGS, 
784,50233,1107,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OZ
803,50828,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ
805,50931,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ
825,51640,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ
826,51703,69,GROCERY,Private,MEAT - SHELF STABLE,HOT DOG CHILI SAUCE,10 OZ
827,51716,69,GROCERY,Private,SEAFOOD - SHELF STABLE,TUNA,6 OZ
862,52876,69,GROCERY,Private,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
870,53337,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,11 OZ
872,53426,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ
879,53720,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,11.5 OZ
894,54421,2065,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN BREAST BONE IN,12.48 OZ
895,54450,69,GROCERY,Private,MEAT - SHELF STABLE,SANDWICH SAUCE,15.5 OZ
906,54954,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB
908,55035,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,7.6 OZ.
909,55071,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
913,55148,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ
915,55279,1493,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ
918,55409,4085,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
919,55584,2834,MEAT,National,BEEF,SELECT BEEF, 
921,55713,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,55 OZ
930,56240,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,9.87 OZ
931,56250,1094,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,16 OZ
933,56341,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ
968,58612,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,14 OZ
974,58826,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,8.88 OZ
979,59073,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,12 OZ
991,59829,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,16 OZ
1004,60466,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,17 OZ
1006,60496,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,14 OZ
1007,60499,508,MEAT-PCKGD,National,HEAT/SERVE,ENTREES,17 OZ
1016,60867,69,MEAT,Private,BEEF,PRIMAL,80 OZ
1024,61169,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1029,61429,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1030,61449,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,13.5 OZ
1033,61607,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.5 OZ
1059,62768,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1062,62814,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,6 OZ
1070,62981,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,17.4 OZ
1080,63469,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10.87 OZ
1085,63767,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,21 OZ
1088,63853,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8 1/2 OZ
1112,64578,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1121,64819,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10 OZ
1133,65626,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,29 OZ
1138,65723,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
1149,66173,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1 LB
1160,66483,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,32 OZ
1168,66800,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,7.6 OZ
1204,68779,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB
1205,68816,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,48 OZ
1211,69080,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,14 OZ
1218,69416,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1251,70764,1107,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,14 OZ
1258,71153,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1263,71221,69,MEAT-PCKGD,Private,LUNCHMEAT,LOAVE,16 OZ
1274,71711,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,8.3 OZ
1279,71827,69,MEAT-PCKGD,Private,HOT DOGS,PREMIUM - BEEF,16 OZ
1295,72328,1018,MEAT,National,TURKEY,GROUND TURKEY,16 OZ
1302,72696,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
1308,72816,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,96 OZ
1318,73243,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB
1329,73584,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,19 OZ
1333,73740,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,28 OZ
1345,74464,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1361,75585,216,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.25 OZ
1371,75914,2209,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,16 OZ
1373,76045,1719,MEAT-PCKGD,National,BACON,BETTER FOR YOU,12 OZ
1374,76076,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1377,76249,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ
1381,76501,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,11 OZ
1395,77254,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,20 OZ
1405,77491,213,GROCERY,National,MEAT - SHELF STABLE,VIENNA SAUSAGE,6 PK/5 OZ
1410,77681,69,SEAFOOD-PCKGD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ
1413,77896,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1414,78015,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,14.7 OZ
1418,78067,1094,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ
1421,78096,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB
1429,78756,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONE-IN (IQF),4.0 LB
1430,78767,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,26 OZ
1435,78864,69,MEAT-PCKGD,Private,BACON,PREMIUM,16 OZ
1440,78986,1314,MEAT,National,BEEF,STUFFED/MIXED BEEF,6 OZ
1441,79001,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10 OZ
1449,79318,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.13 OZ
1451,79389,1230,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1453,79442,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1454,79446,781,GROCERY,National,MEAT - SHELF STABLE,CHILI: CANNED,15 OZ
1456,79537,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10.5 OZ
1457,79538,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1468,79954,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,12 OZ
1470,79993,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,12 OZ
1472,80078,1230,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1504,81413,781,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,10 OZ
1507,81454,2092,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ
1510,81584,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9.12 OZ
1513,81611,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,28 OZ
1521,81997,1230,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,6 OZ
1527,82337,1018,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OZ
1530,82526,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,15 OZ
1532,82692,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,40 OZ
1537,82874,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
1548,83221,781,GROCERY,National,MEAT - SHELF STABLE,CHILI: CANNED,15 OZ
1550,83396,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1566,84012,1089,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ
1581,84794,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1588,84982,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ
1590,85029,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,25 OZ
1602,85389,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,24.5 OZ
1603,85393,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,16.5 OZ
1615,85989,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,14.5 OZ
1617,86032,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,16 OZ
1618,86101,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,16 OZ
1621,86153,1493,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB
1622,86316,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1636,86733,1230,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ
1637,86738,731,SEAFOOD-PCKGD,National,SEAFOOD - MISC,SEAFOOD-MISC-BREADERS/BTR MIX,13 OZ
1648,87441,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
1651,87705,69,MEAT-PCKGD,Private,HOT DOGS,PREMIUM - MEAT,16 OZ
1654,87892,397,MEAT-PCKGD,National,MEAT - MISC,BREAST - BONELESS(IQF),64 OZ
1658,87996,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,112 OZ
1661,88192,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,14.75 OZ
1662,88193,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10 OZ
1663,88213,781,GROCERY,National,MEAT - SHELF STABLE,CHILI: CANNED,15 OZ
1666,88350,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB
1671,88769,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,7.6 OZ.
1675,88964,151,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,21 OZ
1686,89394,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,10.5 OZ
1687,89409,1493,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,1 LB
1705,90146,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.35 OZ
1707,90172,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,24.5 OZ
1713,90283,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ
1715,90308,843,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,15 OZ
1717,90348,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ
1723,90549,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BREADED PREPARED CHICK,12 OZ
1730,90714,781,GROCERY,National,MEAT - SHELF STABLE,CHILI: CANNED,15 OZ
1733,90882,1251,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,7 OZ
1734,90887,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
1735,90890,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
1737,90965,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ
1753,91724,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,12 OZ
1757,91955,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1762,92048,1230,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ
1769,92195,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
1771,92266,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ
1772,92317,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,19 OZ
1778,92496,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1779,92497,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,14.5 OZ
1801,93285,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
1802,93289,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
1807,93369,1858,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,8 OZ
1808,93402,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ
1816,93700,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,6.5 OZ
1839,94917,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9.25 OZ
1844,94977,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB
1851,95489,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,9.25 OZ
1852,95564,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ.
1860,96034,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ
1875,96695,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,10 OZ
1883,96867,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,11 OZ
1886,96905,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,9 OZ
1887,97024,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10 OZ
1898,97294,1089,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,5 OZ
1905,97538,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8 OZ
1910,97730,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1918,98098,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,12.5 OZ
1920,98133,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,6.3 OZ
1923,98290,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.6 OZ
1924,98293,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
1932,98455,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,9 OZ
1934,98614,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1946,99159,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,12 OZ
1949,99264,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1954,99646,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
1956,99737,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ
1961,99913,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
1967,100208,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ
1970,100378,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,16 OZ
1971,100384,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ
1973,100391,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9 OZ
1980,100662,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ
1987,100946,462,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,9.5 OZ
2006,101677,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,11 OZ
2015,101965,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,10 OZ
2018,101999,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,7.6 OZ
2021,102222,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
2023,102296,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,7.6 OZ.
2054,103812,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
2061,104179,1094,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ
2063,104354,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,9.9 OZ
2067,104548,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,17 OZ
2088,105599,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.5 OZ
2092,105910,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,28 OZ
2098,106244,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,6 OZ
2107,106433,1276,GROCERY,National,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,28 OZ
2120,106822,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
2124,106945,320,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,13 OZ
2128,107023,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10.5 OZ
2134,107254,1807,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,8.6 OZ
2135,107266,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10.6 OZ
2138,107381,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
2151,108298,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,6 OZ
2165,108889,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,1 LB
2169,109134,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,9.5 OZ
2173,109746,738,GROCERY,National,MISC. DAIRY,REFRIG PIZZA&INGRED  N/MEAT DE,3 CT
2174,109768,1230,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ
2183,110198,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ
2184,110217,397,GROCERY,National,FROZEN CHICKEN,FRZN BREADED PREPARED CHICK,4 LB
2189,110605,2065,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,15.85 OZ
2193,110873,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,2.5 OZ
2198,111259,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB
2199,111297,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,3.3 OZ
2204,111551,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,12 OZ
2205,111584,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.55 OZ
2210,111782,781,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ
2215,111894,781,MEAT-PCKGD,National,HEAT/SERVE,ENTREES,17 OZ
2228,112609,1230,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,10.5 OZ
